vote_2020,Gender,Household_Income,Education,State,Age,Race,cell
Donald Trump,Male,"$60,000 to $64,999","Completed some college, but no degree",IL,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$30,000 to $34,999",Completed some high school,SC,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$175,000 to $199,999",Associate Degree,OR,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$25,000 to $29,999",Associate Degree,GA,31 to 40,White,Female 31 to 40
Donald Trump,Female,"$125,000 to $149,999",High school graduate,LA,31 to 40,White,Female 31 to 40
Donald Trump,Male,"$30,000 to $34,999",High school graduate,MO,51 to 60,White,Male 51 to 60
Donald Trump,Female,"$50,000 to $54,999",High school graduate,FL,51 to 60,White,Female 51 to 60
Joe Biden,Male,"$30,000 to $34,999",Associate Degree,KY,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$40,000 to $44,999","Completed some college, but no degree",MI,31 to 40,White,Female 31 to 40
Donald Trump,Female,"$30,000 to $34,999",Completed some high school,PA,51 to 60,White,Female 51 to 60
Donald Trump,Male,"$45,000 to $49,999","Completed some college, but no degree",IL,51 to 60,White,Male 51 to 60
Joe Biden,Male,"$25,000 to $29,999",High school graduate,GA,41 to 50,"Black, or African American",Male 41 to 50
Joe Biden,Male,"$45,000 to $49,999",Associate Degree,CA,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$50,000 to $54,999","Completed some college, but no degree",WA,20 or less,White,Male 20 or less
Donald Trump,Male,"$125,000 to $149,999",Associate Degree,CA,31 to 40,other asian or pacific islander,Male 31 to 40
Joe Biden,Male,"Less than $14,999","Completed some college, but no degree",DE,31 to 40,White,Male 31 to 40
Joe Biden,Female,"$100,000 to $124,999","Completed some college, but no degree",FL,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$45,000 to $49,999",Completed some high school,TX,21 to 30,"Black, or African American",Male 21 to 30
Joe Biden,Female,"$15,000 to $19,999",High school graduate,TX,51 to 60,"Black, or African American",Female 51 to 60
Joe Biden,Female,"$30,000 to $34,999",Associate Degree,NC,21 to 30,White,Female 21 to 30
Joe Biden,Female,"$65,000 to $69,999",Masters degree,CA,21 to 30,Chinese,Female 21 to 30
Donald Trump,Female,"$100,000 to $124,999",Masters degree,TN,31 to 40,White,Female 31 to 40
Donald Trump,Female,"Less than $14,999",High school graduate,OR,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$65,000 to $69,999",Associate Degree,WA,21 to 30,White,Female 21 to 30
Joe Biden,Male,"$150,000 to $174,999",Masters degree,IL,71 to 80,White,Male 71 to 80
Joe Biden,Female,"$125,000 to $149,999",Associate Degree,MD,51 to 60,White,Female 51 to 60
Donald Trump,Female,"$25,000 to $29,999","Completed some college, but no degree",MS,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$15,000 to $19,999",High school graduate,TN,41 to 50,White,Female 41 to 50
Joe Biden,Male,"$100,000 to $124,999","Completed some college, but no degree",MI,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$15,000 to $19,999",Completed some high school,CA,31 to 40,Other race,Male 31 to 40
Donald Trump,Male,"Less than $14,999",Associate Degree,CA,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$60,000 to $64,999",Associate Degree,PA,41 to 50,"Black, or African American",Female 41 to 50
Donald Trump,Male,"$20,000 to $24,999",High school graduate,WI,71 to 80,White,Male 71 to 80
Donald Trump,Female,"$50,000 to $54,999",Associate Degree,NC,61 to 70,White,Female 61 to 70
Donald Trump,Male,"$35,000 to $39,999",Completed some high school,NY,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$75,000 to $79,999","Completed some college, but no degree",IN,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$45,000 to $49,999",Associate Degree,CA,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$20,000 to $24,999",Completed some high school,TX,20 or less,White,Male 20 or less
Donald Trump,Male,"$125,000 to $149,999",Masters degree,NY,51 to 60,other asian or pacific islander,Male 51 to 60
Donald Trump,Male,"$200,000 to $249,999",Masters degree,NY,31 to 40,White,Male 31 to 40
Joe Biden,Male,"Less than $14,999",High school graduate,WA,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$15,000 to $19,999",Completed some high school,NC,41 to 50,White,Female 41 to 50
Joe Biden,Female,"$20,000 to $24,999",Completed some high school,WA,21 to 30,White,Female 21 to 30
Joe Biden,Female,"Less than $14,999","Completed some college, but no degree",VA,31 to 40,White,Female 31 to 40
Joe Biden,Female,"$45,000 to $49,999",Completed some high school,SC,51 to 60,White,Female 51 to 60
Joe Biden,Female,"$25,000 to $29,999",Completed some high school,IL,51 to 60,White,Female 51 to 60
Joe Biden,Female,"Less than $14,999",High school graduate,NJ,31 to 40,Other race,Female 31 to 40
Donald Trump,Female,"$20,000 to $24,999",Completed some high school,FL,41 to 50,White,Female 41 to 50
Donald Trump,Female,"$40,000 to $44,999",Completed some high school,MD,51 to 60,White,Female 51 to 60
Joe Biden,Female,"$150,000 to $174,999",Associate Degree,CA,31 to 40,"Black, or African American",Female 31 to 40
Donald Trump,Male,"$125,000 to $149,999",Associate Degree,IL,21 to 30,White,Male 21 to 30
Joe Biden,Male,"$45,000 to $49,999",Associate Degree,CO,41 to 50,other asian or pacific islander,Male 41 to 50
Joe Biden,Female,"$25,000 to $29,999","Completed some college, but no degree",VA,21 to 30,"Black, or African American",Female 21 to 30
Joe Biden,Female,"Less than $14,999","Completed some college, but no degree",NY,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$35,000 to $39,999",Masters degree,CT,31 to 40,"Black, or African American",Female 31 to 40
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,OH,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$100,000 to $124,999",Masters degree,NY,41 to 50,"Black, or African American",Male 41 to 50
Joe Biden,Female,"$35,000 to $39,999","Completed some college, but no degree",NY,20 or less,"Black, or African American",Female 20 or less
Donald Trump,Male,"$30,000 to $34,999",High school graduate,CA,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$35,000 to $39,999","Completed some college, but no degree",MO,21 to 30,White,Male 21 to 30
Joe Biden,Female,"$100,000 to $124,999",High school graduate,KY,41 to 50,White,Female 41 to 50
Joe Biden,Female,"$55,000 to $59,999","Completed some college, but no degree",CT,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$45,000 to $49,999","Completed some college, but no degree",TN,51 to 60,"Black, or African American",Female 51 to 60
Donald Trump,Male,"$75,000 to $79,999",Masters degree,NY,41 to 50,White,Male 41 to 50
Donald Trump,Female,"$15,000 to $19,999",High school graduate,FL,61 to 70,White,Female 61 to 70
Joe Biden,Male,"$50,000 to $54,999",Associate Degree,MI,41 to 50,"Black, or African American",Male 41 to 50
Donald Trump,Female,"$75,000 to $79,999",Doctorate degree,NC,41 to 50,White,Female 41 to 50
Joe Biden,Female,"$175,000 to $199,999",Associate Degree,OR,41 to 50,White,Female 41 to 50
Donald Trump,Female,"$35,000 to $39,999",Completed some high school,PA,51 to 60,White,Female 51 to 60
Donald Trump,Female,"$250,000 and above",Associate Degree,NJ,21 to 30,White,Female 21 to 30
Joe Biden,Female,"Less than $14,999","Completed some college, but no degree",TN,21 to 30,"Black, or African American",Female 21 to 30
Donald Trump,Female,"$40,000 to $44,999",Associate Degree,PA,21 to 30,White,Female 21 to 30
Donald Trump,Female,"$250,000 and above",Doctorate degree,CA,31 to 40,Other race,Female 31 to 40
Donald Trump,Female,"$40,000 to $44,999",Associate Degree,AZ,51 to 60,White,Female 51 to 60
Joe Biden,Male,"$45,000 to $49,999","Completed some college, but no degree",CA,31 to 40,Other race,Male 31 to 40
Donald Trump,Male,"$200,000 to $249,999",Associate Degree,OR,41 to 50,White,Male 41 to 50
Donald Trump,Female,"$50,000 to $54,999",Associate Degree,MO,31 to 40,White,Female 31 to 40
Joe Biden,Male,"$50,000 to $54,999",Masters degree,NJ,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$35,000 to $39,999",Associate Degree,NY,51 to 60,White,Female 51 to 60
Donald Trump,Male,"Less than $14,999",Middle School - Grades 4 - 8,TX,20 or less,"Black, or African American",Male 20 or less
Donald Trump,Female,"$200,000 to $249,999","Completed some college, but no degree",MA,51 to 60,White,Female 51 to 60
Joe Biden,Female,"$85,000 to $89,999",Doctorate degree,SC,31 to 40,White,Female 31 to 40
Joe Biden,Female,"$50,000 to $54,999",High school graduate,FL,51 to 60,White,Female 51 to 60
Joe Biden,Female,"$250,000 and above",High school graduate,NY,20 or less,White,Female 20 or less
Donald Trump,Female,"$55,000 to $59,999",High school graduate,FL,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$40,000 to $44,999",High school graduate,PA,71 to 80,White,Female 71 to 80
Donald Trump,Male,"$100,000 to $124,999","Completed some college, but no degree",CA,71 to 80,White,Male 71 to 80
Joe Biden,Female,"$35,000 to $39,999",Associate Degree,GA,21 to 30,White,Female 21 to 30
Donald Trump,Female,"$30,000 to $34,999","Completed some college, but no degree",AL,21 to 30,White,Female 21 to 30
Donald Trump,Female,"$100,000 to $124,999",Associate Degree,TX,31 to 40,White,Female 31 to 40
Donald Trump,Female,"$200,000 to $249,999","Completed some college, but no degree",CA,20 or less,White,Female 20 or less
Donald Trump,Female,"$50,000 to $54,999",Associate Degree,TX,21 to 30,White,Female 21 to 30
Donald Trump,Male,"$150,000 to $174,999",Masters degree,NY,41 to 50,White,Male 41 to 50
Joe Biden,Female,"$35,000 to $39,999",Associate Degree,NY,51 to 60,White,Female 51 to 60
Donald Trump,Female,"$125,000 to $149,999","Completed some college, but no degree",CA,51 to 60,White,Female 51 to 60
Joe Biden,Female,"Less than $14,999","Completed some college, but no degree",NM,41 to 50,Other race,Female 41 to 50
Joe Biden,Female,"$25,000 to $29,999",High school graduate,IN,71 to 80,White,Female 71 to 80
Donald Trump,Female,"$75,000 to $79,999",Associate Degree,UT,21 to 30,White,Female 21 to 30
Donald Trump,Male,"$175,000 to $199,999",Associate Degree,MO,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$85,000 to $89,999",Masters degree,IN,41 to 50,"Black, or African American",Female 41 to 50
Donald Trump,Female,"$60,000 to $64,999",Associate Degree,OH,71 to 80,White,Female 71 to 80
Donald Trump,Male,"$50,000 to $54,999","Completed some college, but no degree",CA,71 to 80,White,Male 71 to 80
Joe Biden,Female,"$15,000 to $19,999","Completed some college, but no degree",CA,51 to 60,Other race,Female 51 to 60
Donald Trump,Male,"$35,000 to $39,999","Completed some college, but no degree",OH,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$25,000 to $29,999",Associate Degree,IL,51 to 60,White,Male 51 to 60
Donald Trump,Male,"$200,000 to $249,999",Masters degree,NY,31 to 40,White,Male 31 to 40
Donald Trump,Female,"$35,000 to $39,999",High school graduate,NY,61 to 70,White,Female 61 to 70
Joe Biden,Male,"Less than $14,999",Completed some high school,FL,31 to 40,"Black, or African American",Male 31 to 40
Donald Trump,Male,"Less than $14,999",High school graduate,TX,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$55,000 to $59,999",Associate Degree,NE,41 to 50,White,Female 41 to 50
Joe Biden,Female,"$35,000 to $39,999","Completed some college, but no degree",OR,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$20,000 to $24,999",High school graduate,NC,61 to 70,White,Female 61 to 70
Joe Biden,Male,"Less than $14,999",High school graduate,WA,51 to 60,White,Male 51 to 60
Joe Biden,Female,"$15,000 to $19,999","Completed some college, but no degree",FL,41 to 50,White,Female 41 to 50
Donald Trump,Male,"$175,000 to $199,999",Associate Degree,TX,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$20,000 to $24,999",High school graduate,KS,51 to 60,White,Male 51 to 60
Donald Trump,Female,"$70,000 to $74,999","Completed some college, but no degree",CA,21 to 30,White,Female 21 to 30
Donald Trump,Male,"Less than $14,999",High school graduate,WA,21 to 30,White,Male 21 to 30
Donald Trump,Female,"Less than $14,999","Completed some college, but no degree",AZ,71 to 80,White,Female 71 to 80
Donald Trump,Male,"$80,000 to $84,999",Associate Degree,NY,61 to 70,White,Male 61 to 70
Joe Biden,Male,"$30,000 to $34,999",Associate Degree,OK,41 to 50,American Indian or Alaska Native,Male 41 to 50
Joe Biden,Male,"$50,000 to $54,999",High school graduate,MD,21 to 30,White,Male 21 to 30
Donald Trump,Female,"$125,000 to $149,999",Masters degree,OH,41 to 50,White,Female 41 to 50
Joe Biden,Male,"$125,000 to $149,999",Masters degree,WI,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,TX,20 or less,White,Male 20 or less
Joe Biden,Female,"$50,000 to $54,999",Completed some high school,NC,21 to 30,White,Female 21 to 30
Joe Biden,Male,"$45,000 to $49,999",Associate Degree,IL,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,TX,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$25,000 to $29,999",High school graduate,MA,51 to 60,"Black, or African American",Female 51 to 60
Joe Biden,Male,"$100,000 to $124,999",Associate Degree,VA,51 to 60,White,Male 51 to 60
Donald Trump,Female,"$75,000 to $79,999","Completed some college, but no degree",NV,31 to 40,White,Female 31 to 40
Donald Trump,Male,"$100,000 to $124,999",Associate Degree,NJ,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$20,000 to $24,999",High school graduate,DE,61 to 70,"Black, or African American",Female 61 to 70
Donald Trump,Male,"$100,000 to $124,999",3rd Grade or less,IN,21 to 30,White,Male 21 to 30
Joe Biden,Female,"$35,000 to $39,999","Completed some college, but no degree",AZ,21 to 30,Other race,Female 21 to 30
Joe Biden,Male,"Less than $14,999","Completed some college, but no degree",TX,31 to 40,"Black, or African American",Male 31 to 40
Donald Trump,Male,"$250,000 and above",Associate Degree,NY,61 to 70,White,Male 61 to 70
Donald Trump,Male,"$20,000 to $24,999",Completed some high school,NY,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$20,000 to $24,999",Completed some high school,WA,21 to 30,White,Male 21 to 30
Joe Biden,Male,"$75,000 to $79,999",Associate Degree,AZ,31 to 40,White,Male 31 to 40
Joe Biden,Female,"$60,000 to $64,999",Masters degree,MO,31 to 40,White,Female 31 to 40
Joe Biden,Female,"Less than $14,999",High school graduate,AL,21 to 30,White,Female 21 to 30
Donald Trump,Male,"$70,000 to $74,999",Associate Degree,AZ,51 to 60,"Black, or African American",Male 51 to 60
Donald Trump,Female,"$25,000 to $29,999",Completed some high school,TX,41 to 50,White,Female 41 to 50
Joe Biden,Female,"$30,000 to $34,999",High school graduate,CA,20 or less,White,Female 20 or less
Joe Biden,Female,"Less than $14,999",Completed some high school,MN,31 to 40,White,Female 31 to 40
Donald Trump,Male,"$175,000 to $199,999",Associate Degree,NY,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$60,000 to $64,999",Associate Degree,CA,21 to 30,other asian or pacific islander,Male 21 to 30
Joe Biden,Male,"$70,000 to $74,999",High school graduate,LA,31 to 40,White,Male 31 to 40
Joe Biden,Male,"$30,000 to $34,999","Completed some college, but no degree",LA,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$45,000 to $49,999",Completed some high school,NY,21 to 30,Other race,Male 21 to 30
Joe Biden,Female,"$35,000 to $39,999",Completed some high school,CT,61 to 70,White,Female 61 to 70
Donald Trump,Male,"$75,000 to $79,999","Completed some college, but no degree",AL,31 to 40,White,Male 31 to 40
Donald Trump,Female,"Less than $14,999",Associate Degree,AZ,31 to 40,Other race,Female 31 to 40
Joe Biden,Female,"$20,000 to $24,999",High school graduate,OH,20 or less,"Black, or African American",Female 20 or less
Joe Biden,Female,"$70,000 to $74,999",Associate Degree,UT,61 to 70,White,Female 61 to 70
Joe Biden,Female,"$80,000 to $84,999",Middle School - Grades 4 - 8,AZ,21 to 30,Other race,Female 21 to 30
Joe Biden,Male,"$25,000 to $29,999","Completed some college, but no degree",CA,61 to 70,White,Male 61 to 70
Joe Biden,Female,"$90,000 to $94,999","Completed some college, but no degree",TX,21 to 30,White,Female 21 to 30
Joe Biden,Male,"$250,000 and above",Masters degree,VA,31 to 40,White,Male 31 to 40
Donald Trump,Female,"Less than $14,999","Completed some college, but no degree",CA,61 to 70,White,Female 61 to 70
Donald Trump,Female,"Less than $14,999",High school graduate,NC,41 to 50,American Indian or Alaska Native,Female 41 to 50
Donald Trump,Female,"$100,000 to $124,999",Masters degree,CA,41 to 50,Chinese,Female 41 to 50
Joe Biden,Female,"$50,000 to $54,999",Associate Degree,NJ,41 to 50,"Black, or African American",Female 41 to 50
Joe Biden,Male,"$75,000 to $79,999",Doctorate degree,CA,21 to 30,White,Male 21 to 30
Joe Biden,Male,"$100,000 to $124,999",Masters degree,IL,61 to 70,White,Male 61 to 70
Donald Trump,Male,"$65,000 to $69,999",Associate Degree,CA,31 to 40,other asian or pacific islander,Male 31 to 40
Donald Trump,Male,"$125,000 to $149,999",Masters degree,AL,41 to 50,White,Male 41 to 50
Donald Trump,Male,"$100,000 to $124,999",Masters degree,DC,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$20,000 to $24,999","Completed some college, but no degree",FL,41 to 50,White,Male 41 to 50
Joe Biden,Male,"$250,000 and above",Masters degree,CA,71 to 80,White,Male 71 to 80
Donald Trump,Male,"$35,000 to $39,999","Completed some college, but no degree",VA,51 to 60,White,Male 51 to 60
Joe Biden,Male,"$175,000 to $199,999",Associate Degree,CO,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$125,000 to $149,999",Associate Degree,NY,31 to 40,White,Male 31 to 40
Donald Trump,Male,"$85,000 to $89,999",Associate Degree,FL,41 to 50,Other race,Male 41 to 50
