registration,vote_intention,vote_2020,age,gender,race_ethnicity,household_income,education,state,vote_trump
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$150,000 to $174,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,38,Female,White,"Less than $14,999",Completed some high school,TX,1
Registered,"Yes, I will vote",Joe Biden,28,Female,White,"$30,000 to $34,999","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Donald Trump,67,Male,White,"$70,000 to $74,999",Masters degree,FL,1
Registered,"Yes, I will vote",Joe Biden,44,Female,White,"$40,000 to $44,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,57,Male,"Black, or African American","Less than $14,999",High school graduate,CO,0
Registered,"Yes, I will vote",Joe Biden,24,Male,"Black, or African American","$70,000 to $74,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,65,Female,White,"$60,000 to $64,999","Completed some college, but no degree",MD,1
Registered,Not sure,Donald Trump,51,Female,White,"$35,000 to $39,999","Completed some college, but no degree",KY,1
Registered,"Yes, I will vote",Donald Trump,20,Female,White,"Less than $14,999",Associate Degree,NY,1
Registered,"Yes, I will vote",Donald Trump,32,Female,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,42,Male,White,"$35,000 to $39,999","Completed some college, but no degree",NC,0
Registered,"Yes, I will vote",Donald Trump,55,Male,White,"$45,000 to $49,999",Doctorate degree,OH,1
Registered,"Yes, I will vote",Donald Trump,20,Female,Some other race,"$35,000 to $39,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Joe Biden,52,Male,White,"$20,000 to $24,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$100,000 to $124,999",High school graduate,NC,1
Registered,"Yes, I will vote",Joe Biden,54,Male,White,"$150,000 to $174,999","College Degree (such as B.A., B.S.)",IA,0
Registered,Not sure,Joe Biden,55,Female,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,78,Male,White,"$30,000 to $34,999",High school graduate,GA,1
Registered,"Yes, I will vote",Donald Trump,54,Female,"Black, or African American","$30,000 to $34,999",Other post high school vocational training,AZ,1
Registered,"Yes, I will vote",Joe Biden,37,Female,"Black, or African American","Less than $14,999","Completed some college, but no degree",SC,0
Registered,"Yes, I will vote",Joe Biden,76,Male,White,"$75,000 to $79,999",Associate Degree,OH,0
Registered,"Yes, I will vote",Joe Biden,41,Male,White,"$100,000 to $124,999",Masters degree,VA,0
Registered,"Yes, I will vote",Joe Biden,71,Male,White,"Less than $14,999","Completed some college, but no degree",IN,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$150,000 to $174,999",Masters degree,GA,1
Registered,"Yes, I will vote",Donald Trump,69,Female,White,"$125,000 to $149,999",High school graduate,MA,1
Registered,"Yes, I will vote",Donald Trump,43,Female,White,"$175,000 to $199,999","College Degree (such as B.A., B.S.)",MD,1
Registered,"Yes, I will vote",Donald Trump,37,Female,White,"$55,000 to $59,999",High school graduate,OH,1
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$250,000 and above",Masters degree,NC,1
Registered,"Yes, I will vote",Joe Biden,21,Female,Asian (Asian Indian),"Less than $14,999","College Degree (such as B.A., B.S.)",WI,0
Registered,"Yes, I will vote",Joe Biden,25,Female,"Black, or African American","Less than $14,999",High school graduate,IL,0
Registered,Not sure,Joe Biden,35,Female,Pacific Islander (Native Hawaiian),"$25,000 to $29,999",Completed some high school,HI,0
Registered,"Yes, I will vote",Joe Biden,32,Male,Some other race,"$45,000 to $49,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Donald Trump,35,Female,White,"$100,000 to $124,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$200,000 to $249,999",Doctorate degree,CA,1
Registered,"Yes, I will vote",Donald Trump,43,Male,White,"$25,000 to $29,999",Completed some high school,MO,1
Registered,"Yes, I will vote",Donald Trump,51,Female,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",MI,1
Registered,"Yes, I will vote",Donald Trump,31,Male,White,"$45,000 to $49,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Donald Trump,28,Female,White,"$50,000 to $54,999","Completed some college, but no degree",FL,1
Registered,"Yes, I will vote",Joe Biden,18,Female,Some other race,"Less than $14,999",High school graduate,NV,0
Registered,"Yes, I will vote",Joe Biden,28,Female,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",NC,0
Registered,"Yes, I will vote",Joe Biden,57,Male,"Black, or African American","$200,000 to $249,999",Masters degree,MS,0
Registered,"Yes, I will vote",Joe Biden,65,Male,"Black, or African American","$30,000 to $34,999","Completed some college, but no degree",MI,0
Registered,"Yes, I will vote",Donald Trump,59,Female,White,"$50,000 to $54,999",Associate Degree,AZ,1
Registered,"Yes, I will vote",Joe Biden,20,Female,White,"$90,000 to $94,999","Completed some college, but no degree",MI,0
Registered,"Yes, I will vote",Joe Biden,29,Male,White,"$100,000 to $124,999",Masters degree,CA,0
Registered,"Yes, I will vote",Joe Biden,63,Female,White,"$65,000 to $69,999","Completed some college, but no degree",IL,0
Registered,"Yes, I will vote",Joe Biden,73,Male,White,"$85,000 to $89,999",Masters degree,CA,0
Registered,"Yes, I will vote",Donald Trump,25,Male,White,"$25,000 to $29,999",Associate Degree,FL,1
Registered,"Yes, I will vote",Joe Biden,18,Male,Some other race,"$100,000 to $124,999",Completed some high school,CA,0
Registered,"Yes, I will vote",Joe Biden,23,Female,"Black, or African American","$125,000 to $149,999","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Joe Biden,44,Male,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Donald Trump,54,Female,White,"$30,000 to $34,999","Completed some college, but no degree",IN,1
Registered,"Yes, I will vote",Joe Biden,36,Male,White,"$55,000 to $59,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,44,Male,White,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",MN,0
Registered,"Yes, I will vote",Joe Biden,19,Female,White,"$90,000 to $94,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Donald Trump,34,Male,White,"Less than $14,999","Completed some college, but no degree",WV,1
Registered,"Yes, I will vote",Donald Trump,69,Male,White,"Less than $14,999",Associate Degree,KS,1
Registered,"Yes, I will vote",Joe Biden,25,Female,"Black, or African American","$20,000 to $24,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,70,Female,White,"$15,000 to $19,999",High school graduate,KY,0
Registered,"Yes, I will vote",Joe Biden,19,Female,White,"$250,000 and above","Completed some college, but no degree",TX,0
Registered,"Yes, I will vote",Donald Trump,65,Male,White,"$70,000 to $74,999",High school graduate,PA,1
Registered,"Yes, I will vote",Donald Trump,66,Male,White,"$80,000 to $84,999",High school graduate,OH,1
Registered,"Yes, I will vote",Joe Biden,42,Male,White,"$250,000 and above",Masters degree,NJ,0
Registered,"Yes, I will vote",Donald Trump,30,Male,White,"$25,000 to $29,999",Other post high school vocational training,WV,1
Registered,"Yes, I will vote",Joe Biden,40,Female,White,"$100,000 to $124,999",Associate Degree,PA,0
Registered,"Yes, I will vote",Joe Biden,52,Female,White,"$95,000 to $99,999","Completed some college, but no degree",NC,0
Registered,"Yes, I will vote",Joe Biden,40,Male,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$150,000 to $174,999",Masters degree,NY,1
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,74,Female,White,"$250,000 and above","College Degree (such as B.A., B.S.)",VA,0
Registered,"Yes, I will vote",Joe Biden,49,Male,"Black, or African American","Less than $14,999",Other post high school vocational training,IL,0
Registered,"Yes, I will vote",Donald Trump,45,Male,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",NC,1
Registered,"Yes, I will vote",Joe Biden,41,Male,White,"$150,000 to $174,999",Masters degree,FL,0
Registered,"Yes, I will vote",Donald Trump,34,Female,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,50,Female,Asian (Chinese),"$50,000 to $54,999",Doctorate degree,MA,0
Registered,"Yes, I will vote",Donald Trump,69,Female,White,"$25,000 to $29,999",High school graduate,GA,1
Registered,"Yes, I will vote",Joe Biden,39,Male,White,"$100,000 to $124,999",Associate Degree,NY,0
Registered,"Yes, I will vote",Donald Trump,45,Female,White,"$45,000 to $49,999",High school graduate,KY,1
Registered,"Yes, I will vote",Joe Biden,77,Male,White,"$70,000 to $74,999","Completed some college, but no degree",AZ,0
Registered,"Yes, I will vote",Joe Biden,49,Male,"Black, or African American","$50,000 to $54,999",Masters degree,NY,0
Registered,"Yes, I will vote",Joe Biden,71,Female,White,"$100,000 to $124,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,39,Male,White,"$40,000 to $44,999",High school graduate,TX,0
Registered,Not sure,Donald Trump,22,Female,White,"$90,000 to $94,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Joe Biden,36,Male,White,"$15,000 to $19,999",High school graduate,WI,0
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$100,000 to $124,999",Doctorate degree,FL,1
Registered,"Yes, I will vote",Joe Biden,20,Male,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,34,Male,White,"$70,000 to $74,999","Completed some graduate, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,20,Female,"Black, or African American","$100,000 to $124,999","College Degree (such as B.A., B.S.)",CT,0
Registered,"Yes, I will vote",Joe Biden,34,Male,White,"$85,000 to $89,999","College Degree (such as B.A., B.S.)",NC,0
Registered,"Yes, I will vote",Joe Biden,26,Female,Some other race,"$20,000 to $24,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"$150,000 to $174,999","Completed some college, but no degree",CA,0
Registered,Not sure,Donald Trump,45,Male,White,"$50,000 to $54,999",Other post high school vocational training,IA,1
Registered,"Yes, I will vote",Joe Biden,39,Female,Asian (Korean),"$50,000 to $54,999",Masters degree,NJ,0
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"Less than $14,999",Other post high school vocational training,UT,1
Registered,"Yes, I will vote",Joe Biden,29,Female,White,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,68,Male,"Black, or African American","$40,000 to $44,999",Associate Degree,CT,0
Registered,"Yes, I will vote",Joe Biden,46,Female,White,"$55,000 to $59,999","College Degree (such as B.A., B.S.)",NV,0
Registered,"Yes, I will vote",Joe Biden,21,Female,White,"$25,000 to $29,999","Completed some college, but no degree",MN,0
Registered,Not sure,Joe Biden,20,Male,White,"$15,000 to $19,999","Completed some graduate, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,62,Female,White,"Less than $14,999","College Degree (such as B.A., B.S.)",KY,0
Registered,"Yes, I will vote",Donald Trump,18,Female,White,"$25,000 to $29,999",High school graduate,CA,1
Registered,"Yes, I will vote",Donald Trump,42,Male,White,"$200,000 to $249,999","College Degree (such as B.A., B.S.)",NY,1
Registered,"Yes, I will vote",Donald Trump,29,Female,Some other race,"$35,000 to $39,999","College Degree (such as B.A., B.S.)",FL,1
Registered,"Yes, I will vote",Donald Trump,84,Male,White,"$60,000 to $64,999","College Degree (such as B.A., B.S.)",TX,1
Registered,"Yes, I will vote",Donald Trump,45,Female,White,"$80,000 to $84,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,26,Female,White,"$30,000 to $34,999","College Degree (such as B.A., B.S.)",OR,0
Registered,"Yes, I will vote",Donald Trump,30,Male,Asian (Asian Indian),"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NJ,1
Registered,"Yes, I will vote",Joe Biden,29,Female,Some other race,"$75,000 to $79,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,66,Female,White,"$25,000 to $29,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Donald Trump,52,Male,White,"$40,000 to $44,999","Completed some college, but no degree",SC,1
Registered,"Yes, I will vote",Donald Trump,72,Male,White,"$25,000 to $29,999","Completed some graduate, but no degree",TX,1
Registered,"Yes, I will vote",Donald Trump,62,Female,White,"$30,000 to $34,999","Completed some college, but no degree",TX,1
Registered,"Yes, I will vote",Donald Trump,64,Male,White,"$20,000 to $24,999",High school graduate,AZ,1
Registered,"Yes, I will vote",Donald Trump,35,Male,White,"$150,000 to $174,999",Doctorate degree,IN,1
Registered,"Yes, I will vote",Joe Biden,29,Female,Some other race,"$25,000 to $29,999",Other post high school vocational training,NJ,0
Registered,"Yes, I will vote",Donald Trump,31,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,73,Female,White,"$95,000 to $99,999","College Degree (such as B.A., B.S.)",NC,0
Registered,"Yes, I will vote",Donald Trump,51,Male,White,"$250,000 and above","College Degree (such as B.A., B.S.)",CA,1
Registered,"Yes, I will vote",Joe Biden,34,Female,White,"Less than $14,999",Associate Degree,LA,0
Registered,"Yes, I will vote",Donald Trump,71,Male,White,"$45,000 to $49,999",Masters degree,MT,1
Registered,Not sure,Donald Trump,40,Male,White,"Less than $14,999",High school graduate,OH,1
Registered,"Yes, I will vote",Donald Trump,68,Male,White,"$65,000 to $69,999","College Degree (such as B.A., B.S.)",MN,1
Registered,Not sure,Joe Biden,22,Male,"Black, or African American","$20,000 to $24,999","Completed some college, but no degree",KS,0
Registered,"Yes, I will vote",Donald Trump,40,Male,White,"$125,000 to $149,999",Masters degree,MD,1
Registered,"Yes, I will vote",Joe Biden,34,Female,Asian (Filipino),"$45,000 to $49,999","Completed some graduate, but no degree",AL,0
Registered,"Yes, I will vote",Joe Biden,49,Female,White,"$100,000 to $124,999",Masters degree,MN,0
Registered,"Yes, I will vote",Joe Biden,43,Male,"Black, or African American","Less than $14,999","Completed some college, but no degree",CA,0
Registered,"Yes, I will vote",Joe Biden,50,Female,White,"$45,000 to $49,999",Other post high school vocational training,TX,0
Registered,"Yes, I will vote",Joe Biden,60,Female,"Black, or African American","$50,000 to $54,999","Completed some college, but no degree",MD,0
Registered,"Yes, I will vote",Donald Trump,37,Male,White,"$30,000 to $34,999",Completed some high school,AL,1
Registered,"Yes, I will vote",Joe Biden,63,Male,White,"Less than $14,999","Completed some college, but no degree",FL,0
Registered,"Yes, I will vote",Joe Biden,23,Female,Asian (Asian Indian),"Less than $14,999","College Degree (such as B.A., B.S.)",CA,0
Registered,"Yes, I will vote",Joe Biden,30,Male,Some other race,"$50,000 to $54,999","College Degree (such as B.A., B.S.)",TX,0
Registered,"Yes, I will vote",Donald Trump,28,Female,White,"$70,000 to $74,999",Masters degree,AR,1
Registered,"Yes, I will vote",Donald Trump,45,Female,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",IL,1
Registered,"Yes, I will vote",Joe Biden,58,Male,White,"$100,000 to $124,999","College Degree (such as B.A., B.S.)",NY,0
Registered,"Yes, I will vote",Donald Trump,67,Female,"Black, or African American","$55,000 to $59,999","College Degree (such as B.A., B.S.)",MA,1
Registered,"Yes, I will vote",Donald Trump,39,Male,White,"$125,000 to $149,999","College Degree (such as B.A., B.S.)",SD,1
Registered,"Yes, I will vote",Donald Trump,55,Male,White,"$70,000 to $74,999","Completed some college, but no degree",WI,1
